1,51.43385235618969,4.011309385072066
2,45.65567029301813,12.682959050491348
3,42.13010034001498,20.01922677837505
4,39.688768734989694,28.943584335670973
5,32.4389994703981,34.13867824212353
6,29.89810513721357,42.566497455009994
7,26.59551011110111,51.006676983954904
8,25.561629553293965,57.18565931930907
9,27.935515334417822,61.469442191803395
10,34.00899675768404,67.04788233617637
11,38.722823830891315,71.8727326821298
12,45.53912400100687,74.43767361848369
13,54.365318071652084,78.39264311282513
14,58.83470882543396,81.12542383549922
15,66.47274084194406,84.44102577114005
16,75.23332076090989,87.70921617143937
17,81.16395251466932,90.02876515542063
18,84.2993936864286,91.05174585782247
19,93.2449400766389,94.62480426636243
